¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°Ï´_µØ¤Tµó61~90¸¹,11.34,¨ä¥L,,,1060406,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840908,158.72,3,2,2,¦³,¦³,4000000,25202,©Y¹D¥­­±,0.0,0,,RPPQMLMLNHMFFHR37CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¥Ã¥­µó121~150¸¹,70.0,°Ó,,,1060402,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0930521,214.63,6,2,4,¦³,µL,9900000,46126,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«,RPRQMLMLNHMFFHR57CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°Ï¦w±d¨½¤¤µØ¸ô661«Ñ1~30¸¹,14.22,¦í,,,1060408,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850408,134.72,3,2,2,¦³,¦³,4600000,34145,©Y¹D¾÷±ñ,0.0,0,,RPSNMLPLNHMFFHR67CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°Ï¤¤¤s«n¸ô316«Ñ1~30¸¹,7.97,¦í,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830520,47.230000000000004,3,2,2,¦³,¦³,1300000,27525,©Y¹D¥­­±,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUNMLNJOHMFFHR57CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï°ê¥Á¸ô93«Ñ12§Ë1~30¸¹,72.9,¦í,,,1060428,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1041103,201.65,4,2,4,¦³,µL,10980000,54451,,0.0,0,,RPWNMLLJOHMFFHR57CA
¥Ã±d°Ï,«Øª«,»O«n¥«¥Ã±d°Ï¤¤¤sªF¸ô218«Ñ23§Ë31~60¸¹,0.0,,,,1060421,¤g¦a0«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700929,69.89,2,2,1,¦³,µL,1200000,17170,,0.0,0,,RPUQMLLMNHMFFHR87CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¦èÆW¨½¥ÃµØ¸ô201«Ñ32§Ë1~30¸¹,102.0,¦í,,,1060318,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0791203,189.61,5,2,3,¦³,µL,6900000,36390,,0.0,0,,RPUNMLLKNHMFFHR37CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°ÏªF¾ô¤­¸ô511~540¸¹,133.26,¦í,,,1060418,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡A«Î³»¬ð¥Xª«,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1050829,234.41,4,2,5,¦³,¦³,18880000,80543,,0.0,0,,RPPNMLPKNHMFFHR27CA
¥Ã±d°Ï,¤g¦a,¤T®r©±¬q1021~1050¦a¸¹,1732.0,¹A,,,1060414,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,44050000,25433,,0.0,0,,RPWNMLPKNHMFFHR97CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï³Ó¾Ç¸ô282«Ñ1~30¸¹,81.48,¦í,,,1060408,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1000509,234.77,5,3,4,¦³,µL,13100000,55799,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«-ªù´Y¥~±À¡C©Ò¦³Åv¤H¦@¨â¤H¡C,RPRNMLQKNHMFFHR57CA
¤»¥Ò°Ï,¤g¦a,¥Á¥Í¬q91~120¦a¸¹,22.81,°Ó,,,1060412,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1039908,45590,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C¦@9¦ì©Ò¦³Åv¤H,RPSNMLLMNHMFFCR96DA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï®ü¦ú¸ô¤G¬q271~300¸¹,120.05,¦í,,,1060428,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0700822,198.64,6,1,6,¦³,µL,10800000,54370,,0.0,0,,RPUNMLMKNHMFFBD28EA
¥Õªe°Ï,¤g¦a,¥ÉÂ×¬q901~930¦a¸¹,2103.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060509,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1892700,900,,0.0,0,,RPPNMLMKNHMFFBR09DA
¬hÀç°Ï,¤g¦a,ªG¼Ý«á¬q1741~1770¦a¸¹,636.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060427,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,318000,500,,0.0,0,,RPTNMLLKNHMFFAR66DA
¥Õªe°Ï,¤g¦a,¶@¦w¬q1861~1890¦a¸¹,3115.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060424,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4049500,1300,,0.0,0,,RPTNMLMKNHMFFBR86DA
¬hÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¬hÀç°Ï¤¤¤s¦è¸ô¤G¬q211~240¸¹,63.16,°Ó,,,1060415,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0800914,211.3,5,2,3,¦³,µL,6660000,31519,,0.0,0,,RPPNMLMKNHMFFAR98DA
«á¾À°Ï,¤g¦a,¥Õ¨F¤Ù¬q2581~2610¦a¸¹,2100.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1470000,700,,0.0,0,,RPSNMLLKNHMFFBR56CA
ªF¤s°Ï,¤g¦a,ªF­ì¬q811~840¦a¸¹,123.08,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060502,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2050000,16656,,0.0,0,,RPQNMLMKNHMFFBR09CA
¥Õªe°Ï,¤g¦a,¦Ë¤lªù¬q1~30¦a¸¹,1586.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060427,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,507520,320,,0.0,0,,RPPNMLNJOHMFFBR09CA
©x¥Ð°Ï,¤g¦a,¤GÂí¬q¤GÂí¤p¬q271~300¦a¸¹,84.0,¦í,,,1060402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,736000,8762,,0.0,0,,RPTNMLLKNHMFFCR76CA
¤j¤º°Ï,¤g¦a,¤j¤º¬q121~150¦a¸¹,1266.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060503,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,350000,276,,0.0,0,,RPPNMLNKNHMFFCR56CA
ªF¤s°Ï,¤g¦a,¥Ð§À¬q1081~1110¦a¸¹,1970.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060419,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,3046,,0.0,0,,RPQNMLTJOHMFFBR17CA
ªF¤s°Ï,¤g¦a,¥Ð§À¬q1081~1110¦a¸¹,1970.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060419,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,3046,,0.0,0,,RPRNMLTJOHMFFBR27CA
«n°Ï,¤g¦a,©ú¿³¬q511~540¦a¸¹,124.75,¹A,,,1060401,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1330000,10661,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQOMLNJOHMFFCD97CA
«n°Ï,¤g¦a,¬Ù°`¬q481~510¦a¸¹,20.53,¦í,,,1060401,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,14613,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTOMLNJOHMFFCD28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï¸Î­^µó121~150¸¹,158.84,¦í,,,1060401,¤g¦a2«Øª«2¨®¦ì2,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0880303,457.95000000000005,6,2,5,¦³,¦³,22300000,48695,©Y¹D¥­­±,0.0,0,,RPQOMLPJOHMFFCD18CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¤ô¥æªÀ¸ô331~360¸¹,16.53,¦í,,,1060401,¤g¦a1«Øª«2¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0840627,39.769999999999996,1,1,1,¦³,µL,1620000,40734,,0.0,0,,RPPNMLRJOHMFFCD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸ÎµØ¤Tµó121~150¸¹,440.42,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1060322,993.53,8,3,9,¦³,µL,80000000,80521,,0.0,0,,RPRNMLQJOHMFFCD28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªL´Ë¸ô¤G¬q192«Ñ24§Ë31~60¸¹,27.28,¦í,,,1060401,¤g¦a23«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0721118,95.37,3,2,1,¦³,¦³,3460000,36276,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLOJOHMFFCD87CA
¬hÀç°Ï,¤g¦a,¬h¤¤¬q391~420¦a¸¹,48.56,¦í,,,1060419,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,300000,6178,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLNKNHMFFAR56CA
ÆQ¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ÆQ¤ô°Ï«á­í31~60¸¹,84.49,¦í,,,1060424,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0860521,202.54,4,2,2,¦³,µL,4400000,21724,,0.0,0,,RPPNMLPKNHMFFAR56CA
·sÀç°Ï,¤g¦a,·s¨q¤~¬q1~30¦a¸¹,29.4,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060502,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,80000,2721,,0.0,0,,RPSNMLPKNHMFFAR86CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï·s«n¨½20¾F¥Áªv¸ô331~360¸¹,101.2,¦í,,,1051001,¤g¦a2«Øª«1¨®¦ì0,¤C¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0970704,422.0,4,2,3,¦³,¦³,11000000,26066,,0.0,0,,RPPNMLQJOHMFFAR66CA
¬hÀç°Ï,¤g¦a,ºñÀG¬q211~240¦a¸¹,360.99,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060409,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4582200,12693,,0.0,0,,RPWNMLRKNHMFFAR47CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï³»¦w¨½¥_¦w¸ô¤G¬q391~420¸¹,117.25,¦í,,,1060404,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡A¨£¨ä¥Lµn°O¨Æ¶µ,¥|¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,1010907,205.4,6,2,4,¦³,µL,17500000,85200,,0.0,0,,RPWNMLNJOHMFFBD38CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï²z·Q¨½¤j¦wµó117«Ñ1~30¸¹,164.91,¦í,,,1060413,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0701007,116.53,6,4,5,¦³,µL,9600000,82382,,0.0,0,,RPXNMLNJOHMFFBD48CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦w¶¶¨½Á`¦wµó¤@¬q110«Ñ61~90¸¹,127.0,¦í,,,1060413,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0770517,132.6,6,3,2,¦³,µL,5900000,44495,,0.0,0,,RPPOMLRKNHMFFBD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªF¥­¸ô252«Ñ1~30¸¹,114.33,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1050824,303.88,5,2,6,¦³,µL,35000000,115177,,0.0,0,,RPSNMLPKNHMFFCD28CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï·s«Ø¸ô27«Ñ1~30¸¹,27.4,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0720820,75.45,3,2,1,¦³,µL,2200000,29158,,0.0,0,,RPROMLMKNHMFFCD97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°ÏÅé¨|¸ô41«Ñ1~30¸¹,65.0,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0620730,85.35,4,2,3,¦³,µL,5600000,65612,,0.0,0,,RPSOMLMKNHMFFCD08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¤¯·Oµó61~90¸¹,32.7,¦í,,,1060501,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0681013,92.62,3,2,2,¦³,µL,3400000,36709,,0.0,0,,RPTOMLMKNHMFFCD18CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªFªù¸ô¤T¬q37«Ñ75§Ë31~60¸¹,18.84,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0820512,155.97,4,2,2,¦³,¦³,5100000,32699,,0.0,0,,RPPOMLLKNHMFFCD67CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏÀs¤s¨½±R¾Ç¸ô221«Ñ1~30¸¹,97.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0761222,240.86,5,2,3,¦³,µL,15450000,64145,,0.0,0,,RPUNMLQKNHMFFCD58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï±Rµ½ªF¸ô1~30¸¹,68.25,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1050630,219.51,3,2,3,¦³,¦³,15000000,68331,¤@¼Ó¥­­±,0.0,0,,RPVNMLQKNHMFFCD68CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï´I¹Aµó¤@¬q218«Ñ1~30¸¹,63.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0721111,98.45,3,2,3,¦³,µL,7750000,78720,,0.0,0,,RPRNMLQKNHMFFCD28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï±Rµ½¤@µó61~90¸¹,10.67,°Ó,,,1060401,¤g¦a3«Øª«1¨®¦ì1,¤Q¤­¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0850209,128.15,3,2,2,¦³,¦³,4500000,35115,©Y¹D¾÷±ñ,0.0,0,,RPSOMLRKNHMFFCD58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªF¹ç¸ô120«Ñ61~90¸¹,76.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,0750120,183.91,7,1,5,¦³,µL,4477200,24345,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPOOMLTKNHMFFCD38CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï·s©÷¨½¤j¼wµó141«Ñ91~120¸¹,11.92,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0830521,64.61,2,2,1,¦³,¦³,3030000,46897,,0.0,0,,RPTNMLPLNHMFFCD48CA
ªF°Ï,¤g¦a,¦Ë¿t­í¬q3961~3990¦a¸¹,75.0,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7940625,105875,,0.0,0,,RPRNMLOLNHMFFCD18CA
¦w¥­°Ï,¤g¦a,·s«n¬q1~30¦a¸¹,172.0,¦í,,,1060327,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15609000,90750,,0.0,0,,RPXNMLLKNHMFFAD18CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¤¦è°Ï±d¼Öµó151~180¸¹,4.65,°Ó,,,1060419,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0781002,51.35,1,1,1,¦³,¦³,1700000,33106,,0.0,0,,RPPQMLLKNHMFFAD67CA
¤¤¦è°Ï,¤g¦a,´¶ÀÙ¬q661~690¦a¸¹,77.8,¨ä¥L,,,1060423,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2050000,26350,,0.0,0,,RPWPMLMKNHMFFAD38CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¤jªZµó211~240¸¹,16.04,¦í,,,1060501,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720325,52.4,2,1,1,¦³,µL,1000000,19084,,0.0,0,¿Ë¤Í¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUQMLMKNHMFFAD28CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï¼y¥­¸ô511~540¸¹,8.29,°Ó,,,1060424,¤g¦a1«Øª«1¨®¦ì0,¤Q¤C¼h¡A¤Q¤K¼h¡A¨£¨Ï¥Î°õ·Ó,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0880211,125.84,3,1,2,¦³,¦³,4222000,33551,,0.0,0,,RPSQMLMKNHMFFAD08CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥_°Ï¥_¦w¸ô¤@¬q176«Ñ1~30¸¹,18.97,°Ó,,,1060311,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0951129,100.37,2,2,1,¦³,¦³,5380000,53602,©Y¹D¥­­±,0.0,0,,RPTPMLQLNHMFFAD58CA
¥_°Ï,¤g¦a,¤¯·R¬q61~90¦a¸¹,5279.0,¦í,,,1060428,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,488366600,92511,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPPNMLRLNHMFFAD08CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¥¿­·¨½¤½¶é¸ô1074«Ñ1~30¸¹,63.68,¦í,,,1060423,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0630521,91.23,4,2,3,¦³,µL,5500000,60287,,0.0,0,,RPQQMLLJOHMFFAD77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥_°Ï¶}¤¸¸ô481~510¸¹,11.61,°Ó,,,1060407,¤g¦a3«Øª«1¨®¦ì1,¤G¤Q¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1041105,159.56,3,2,2,¦³,¦³,7150000,44811,©Y¹D¥­­±,0.0,1000000,,RPQNMLOJOHMFFAD77CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï¦P¥­¸ô184«Ñ2§Ë1~30¸¹,93.31,¦í,,,1060414,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0590630,72.92,3,2,2,¦³,µL,3600000,49369,,0.0,0,,RPQNMLPJOHMFFAD87CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥_°Ï¶}¤¸¸ô511~540¸¹,11.61,°Ó,,,1060420,¤g¦a3«Øª«1¨®¦ì1,¤Q¤K¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1041105,159.29000000000002,3,2,2,¦³,¦³,6750000,42376,©Y¹D¥­­±,0.0,0,¨p«´¥ß«´¤é:¤¤µØ¥Á°ê106¦~4¤ë16¤é¡AÅv§Q¤H¦@¤G¦ì,RPRNMLPJOHMFFAD97CA
