╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧енкF╕Ї239л╤301~330╕╣,38.07,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060422,дgжa1л╪кл1иожь1,е|╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050220,180.45999999999998,3,1,2,ж│,ж│,6130000,33969,йY╣Dенн▒,0.0,0,,RPPOMLOLNHMFFGH88CA
ен┬э░╧,й╨жa(дgжa+л╪кл),оч╢щелен┬э░╧ен┬э░╧└sлn╕Ї211~240╕╣,165.44,жэ,,,1060331,дgжa3л╪кл1иожь0,е■,дG╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0890830,214.52,4,2,3,ж│,╡L,14580000,67966,,0.0,0,,RPVNMLPJOHMFFGH76CA
└tдs░╧,й╨жa(дgжa+л╪кл),оч╢щел└tдs░╧лnдW╕Ї520л╤28з╦31~60╕╣,28.4,жэ,,,1060413,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0820525,106.15,3,2,2,ж│,╡L,3300000,31088,,0.0,0,,RPRNMLTJOHMFFHH96DA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧е┴▒┌╕Ї211~240╕╣,106.0,░╙,,,1060324,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0710406,312.86,6,1,7,ж│,╡L,12345788,39461,,0.0,0,дG╡е┐╦╢R╜ц,RPQNMLPKNHMFFBH58EA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧ж╩├№дG╡є1~30╕╣,23.54,жэ,,,1060417,дgжa1л╪кл1иожь1,дн╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0871215,124.09,3,2,1,ж│,╡L,6000000,48352,йY╣D╛ў▒ё,0.0,0,,RPPSMLSKNHMFFBH66EA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧╕g░ъ╕Ї391~420╕╣,10.85,жэ,,,1060317,дgжa1л╪кл1иожь0,дT╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831017,106.24000000000001,3,1,2,ж│,ж│,7000000,65889,,0.0,0,,RPXOMLKKNHMFFAH78EA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧е·╕╬лn╡є94л╤1~30╕╣,50.89,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060328,дgжa1л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870807,92.1,2,1,1,ж│,ж│,2500000,27144,,0.0,0,,RPPNMLPJNHMFFDH68CD
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧нл╝y╡є213л╤24з╦1~30╕╣,20.32,жэ,,,1060325,дgжa1л╪кл1иожь0,дн╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820901,115.17999999999999,3,2,2,ж│,ж│,3800000,32992,,0.0,0,,RPPNMLNJNHMFFFH68CD
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧е┴▒j╡є31~60╕╣,14.97,ифеL,,,1060330,дgжa2л╪кл1иожь0,д@╝h,дQе|╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0870407,58.55,0,0,0,╡L,ж│,1544285,26375,,0.0,0,,RPPNMLLKNHMFFCH18EA
╖и▒Ў░╧,дgжa,пє┘їйYмqоHд▀дpмq1~30жa╕╣,86.0,жэ,,,1060420,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3938800,45800,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLRKNHMFFDH98EA
дK╝w░╧,дgжa,дjй╛мq1051~1080жa╕╣,11.39,жэ,,,1060427,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,860000,75505,,0.0,0,,RPRNMLKKNHMFFFH48DA
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧╣┤╖Rд@╡є121~150╕╣,11.08,жэ,,,1060401,дgжa1л╪кл1иожь0,дC╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0941105,185.47,4,1,2,ж│,ж│,6850000,36933,,0.0,0,╕єй╥жXи╓е╙│°бFе╗о╫╝╨к║еtзtдj╖╦дgжa:21.67ендшд╜д╪,RPUNMLLKNHMFFFH88DA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧й╛з╡жш╕Ї182л╤1~30╕╣,12.1,жэ,,,1060313,дgжa1л╪кл1иожь1,дQе|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010426,118.7,2,2,1,ж│,ж│,8300000,69924,йY╣Dенн▒,30.08,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPSNMLPKNHMFFEH98DA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧дддs╕Ї125л╤1~30╕╣,22.27,жэ,,,1060408,дgжa2л╪кл1иожь1,дQ╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0910725,209.98,4,2,3,ж│,ж│,11180000,53243,йY╣Dенн▒,0.0,0,,RPUOMLMLNHMFFEH09DA
╖и▒Ў░╧,дgжa,е╨д▀мq1~30жa╕╣,101.47,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060416,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1070000,10545,,0.0,0,е╗╢R╜цо╫еєлY─▌ж@ж│дHд╬л╪клй╥ж│дH╢б└uе¤┴╩╢RпSоэецйЎбAифецйЎ╗∙оцеiпр▓зйєел│їе┐▒`ецйЎ╗∙оцбA╝Wн╚╡|е╤й╙╢RдHнt╛с,RPSOMLLKNHMFFDH58DA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧╖sдде_╕ЇдGмq449л╤31~60╕╣,77.62,жэ,,,1060328,дgжa1л╪кл1иожь1,е■,дн╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0951115,278.70000000000005,4,3,4,ж│,ж│,11600000,41622,ифеL,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTSMLQKNHMFFBH76DA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧кў╛Wе|╡є61~90╕╣,13.23,░╙,,,1060318,дgжa1л╪кл1иожь0,дQдT╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0920715,87.28,2,2,1,ж│,ж│,4520000,51787,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪кл,RPORMLQKNHMFFBH78DA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧лnйў╕Ї31~60╕╣,16.93,ифеL,,,1060327,дgжa1л╪кл1иожь1,дE╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0951124,179.49,3,2,2,ж│,ж│,11300000,68810,йY╣Dенн▒,32.71,1200000,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQNMLPKNHMFFEH78DA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧е┴▒┌╕Їднмq147л╤61~90╕╣,97.76,жэ,,,1060411,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040407,257.12,5,2,4,ж│,╡L,14230000,55344,,0.0,0,,RPSOMLPKNHMFFDH98DA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧кFй·╡є91~120╕╣,35.25,жэ,,,1060313,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690818,88.16,3,2,1,ж│,╡L,2800000,31760,,0.0,0,,RPOSMLTJOHMFFBH56DA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧й╛з╡жш╕Ї182л╤1~30╕╣,23.67,жэ,,,1060331,дgжa1л╪кл1иожь1,дQдG╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010426,198.28,3,2,2,ж│,ж│,15000000,75651,йY╣Dенн▒,30.08,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTNMLNLNHMFFEH98DA
─кж╦░╧,й╨жa(дgжa+л╪кл),оч╢щел─кж╦░╧й╛з╡жш╕Ї31~60╕╣,18.85,жэ,,,1060410,дgжa2л╪кл1иожь0,дT╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0920711,109.43,3,2,2,ж│,ж│,6660000,60861,,0.0,0,╖sй╥ж│┼v╡n░OдGдHбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPVNMLOLNHMFFEH66DA
─кж╦░╧,дgжa,дн║╓мq961~990жa╕╣,121.47,жэ,,,1060330,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12307900,101325,,0.0,0,,RPXNMLRKNHMFFEH07DA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧░ъ╗┌╕Ї31~60╕╣,19.72,жэ,,,1060416,дgжa1л╪кл1иожь1,е|╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1001207,150.32999999999998,3,2,2,ж│,ж│,8160000,57937,йY╣Dенн▒,30.2,1200000,,RPOPMLRKNHMFFFH09DA
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧нл╝y╡є150л╤1~30╕╣,70.9,жэ,,,1060419,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0680423,97.2,3,3,2,ж│,╡L,8000000,82305,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQOMLOLNHMFFFH98DA
ен┬э░╧,й╨жa(дgжa+л╪кл),оч╢щелен┬э░╧╖s┤Iдн╡є121~150╕╣,8.99,жэ,,,1060410,дgжa1л╪кл1иожь0,дQд@╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1010920,97.96,2,2,1,ж│,ж│,5100000,52062,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪кл,RPUNMLPKNHMFFGH76DA
ен┬э░╧,й╨жa(дgжa+л╪кл),оч╢щелен┬э░╧└Їлn╕Ї451~480╕╣,17.88,ифеL,,,1060419,дgжa1л╪кл1иожь0,дн╝hбAд╗╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840526,127.4,3,1,2,ж│,ж│,4200000,32967,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPUNMLQKNHMFFGH86DA
ен┬э░╧,й╨жa(дgжa+л╪кл),оч╢щелен┬э░╧д╙енжш╕Ї215л╤31~60╕╣,63.02,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060319,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830426,182.54,4,2,3,ж│,╡L,3360000,18407,,0.0,0,,RPVNMLSKNHMFFGH17DA
└s╝ц░╧,дgжa,дTкLмq931~960жa╕╣,4.28,,дsйYжaлOи|░╧,кL╖~е╬жa,1060406,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,50000,11682,,0.0,0,,RPWNMLLKNHMFFCH88EA
ен┬э░╧,й╨жa(дgжa+л╪кл),оч╢щелен┬э░╧┤хкa╕Ї153л╤7з╦1~30╕╣,70.4,жэ,,,1060410,дgжa2л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,┐j│y,0670929,54.18,2,1,1,ж│,╡L,1720000,31746,,0.0,0,┐╦д═╢бдзецйЎбC,RPPNMLLKNHMFFGH58EA
└tдs░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел└tдs░╧к°оp╕Ї61~90╕╣,21.29,жэ,,,1060226,дgжa1л╪кл1иожь1,дQд╗╝h,дQдK╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030224,174.26999999999998,3,2,2,ж│,ж│,9500000,54513,йY╣Dенн▒,28.83,0,,RPSNMLMLNHMFFHH09DA
ен┬э░╧,й╨жa(дgжa+л╪кл),оч╢щелен┬э░╧дj│s╡є91~120╕╣,9.13,░╙,,,1060320,дgжa1л╪кл1иожь0,дQдG╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050701,93.49,2,2,1,ж│,ж│,6075000,64980,,0.0,0,,RPQNMLNJOHMFFGH68CA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧енкF╕Ї239л╤301~330╕╣,38.07,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060422,дgжa1л╪кл1иожь1,д╗╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050220,180.45999999999998,3,1,2,ж│,ж│,6260000,34689,йY╣Dенн▒,0.0,0,,RPVOMLOLNHMFFGH86CA
└tдs░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел└tдs░╧└uм№╡є54л╤1~30╕╣,44.14,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060406,дgжa3л╪кл1иожь1,дн╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821001,158.53,3,2,2,ж│,ж│,4530000,28573,йY╣Dенн▒,0.0,0,,RPTOMLLKNHMFFHH98CA
└tдs░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел└tдs░╧й╛╕q╕ЇдGмq361~390╕╣,43.23,жэ,,,1060412,дgжa1л╪кл1иожь1,д╗╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1041207,161.95,3,1,2,ж│,ж│,9480000,65871,йY╣Dенн▒,36.25,1200000,,RPTNMLLKNHMFFHH88CA
└tдs░╧,й╨жa(дgжa+л╪кл),оч╢щел└tдs░╧дхд╞дT╕Ї31~60╕╣,7.47,░╙,,,1060329,дgжa1л╪кл1иожь0,е|╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0900315,58.629999999999995,2,2,2,ж│,ж│,6300000,107454,,0.0,0,зtзи╝h,RPQNMLKKNHMFFHH48CA
└tдs░╧,й╨жa(дgжa+л╪кл),оч╢щел└tдs░╧ж█е╤╡є1~30╕╣,42.5,жэ,,,1060417,дgжa2л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0670324,65.38,4,0,4,ж│,╡L,4370000,66840,,0.0,0,,RPPNMLLKNHMFFHH48CA
└tдs░╧,дgжa,дj▒^мq151~180жa╕╣,134.88,жэ,,,1060320,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13210147,97940,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPPNMLMJOHMFFHH58CA
└tдs░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел└tдs░╧е·?╕Ї181~210╕╣,13.66,жэ,,,1060103,дgжa1л╪кл1иожь1,дQдн╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1000701,131.95,3,2,1,ж│,ж│,6180000,46836,йY╣Dенн▒,33.6,0,,RPPNMLPLNHMFFHH98CA
└tдs░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел└tдs░╧дхдTдG╡є52л╤31~60╕╣,41.85,жэ,,,1060324,дgжa1л╪кл1иожь1,дC╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0991012,165.76,3,2,2,ж│,ж│,14180000,85545,йY╣Dенн▒,32.48,0,зt╕╦цCзNоЁк┼╜╒еX░т,RPPNMLOKNHMFFHH78CA
└tдs░╧,й╨жa(дgжa+л╪кл),оч╢щел└tдs░╧ж█▒jлn╕Ї301л╤1~30╕╣,52.98,жэ,,,1060330,дgжa1л╪кл1иожь0,дQдG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0891213,176.73999999999998,4,2,2,ж│,ж│,6400000,36211,,0.0,0,,RPPNMLPKNHMFFHH88CA
└tдs░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел└tдs░╧│░е·╕Ї91~120╕╣,38.05,жэ,,,1060412,дgжa1л╪кл1иожь1,е|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,0940205,185.48000000000002,3,2,2,ж│,ж│,3000000,16174,йY╣Dенн▒,0.0,0,┐╦д═╢б╢R╜ц,RPUNMLSKNHMFFHH07CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧лn┬╫д@╡є1~30╕╣,150.0,жэ,,,1060328,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0641231,188.8,4,3,2,ж│,╡L,12600000,66737,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPXNMLOLNHMFFAH09DA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧й╡ен╕ЇдGмq31~60╕╣,11.1,жэ,,,1060418,дgжa1л╪кл1иожь1,дQе|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0930625,101.15,2,1,1,ж│,ж│,6500000,64267,йY╣D╛ў▒ё,0.0,0,,RPUNMLRKNHMFFGH86CA
ен┬э░╧,дgжa,кў└sмq211~240жa╕╣,17.55,,пSйw╣A╖~░╧,╣Aкке╬жa,1060320,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,106000,6040,,0.0,0,м█├Ў╝Wн╚╡|е╤╢RдшдфеX,RPRNMLLKNHMFFGH58CA
ен┬э░╧,й╨жa(дgжa+л╪кл),оч╢щелен┬э░╧ен╝w╕Ї164л╤31~60╕╣,69.89,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060416,дgжa5л╪кл1иожь0,е■,дн╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0871229,194.99,3,2,3,ж│,╡L,5700000,29232,,0.0,0,,RPUNMLLKNHMFFGH88CA
ен┬э░╧,дgжa,л╪жwмq211~240жa╕╣,373.31,,пSйw╣A╖~░╧,╣Aкке╬жa,1060412,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2300000,6161,,0.0,0,,RPSOMLKKNHMFFGH68CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї91~120╕╣,36.3,жэ,,,1040619,дgжa1л╪кл1иожь1,д╗╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050901,190.27999999999997,4,2,2,ж│,ж│,11160000,63065,йY╣Dенн▒,29.97,1050000,,RPVNMLQJOHMFFFH76CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї61~90╕╣,45.01,жэ,,,1050320,дgжa1л╪кл1иожь2,дQ╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050901,258.43,4,2,2,ж│,ж│,15200000,64991,йY╣Dенн▒,59.94,2300000,,RPWNMLQJOHMFFFH86CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї91~120╕╣,40.65,жэ,,,1040412,дgжa1л╪кл1иожь2,дQ╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050901,224.34,4,2,2,ж│,ж│,13000000,65998,йY╣Dенн▒,59.94,2150000,,RPXNMLQJOHMFFFH96CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї61~90╕╣,45.01,жэ,,,1040613,дgжa1л╪кл1иожь2,дT╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050901,256.0,4,2,2,ж│,ж│,14300000,61716,йY╣Dенн▒,59.94,2200000,,RPOOMLQJOHMFFFH78CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї61~90╕╣,45.01,жэ,,,1040311,дgжa1л╪кл1иожь2,дн╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050901,255.96999999999997,4,2,2,ж│,ж│,14680000,62643,йY╣Dенн▒,59.94,2400000,,RPPOMLQJOHMFFFH88CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧дп╝wд@╕Ї31~60╕╣,22.16,жэ,,,1060418,дgжa1л╪кл1иожь1,дQ╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040720,116.06,2,2,1,ж│,ж│,5800000,47511,йY╣Dенн▒,23.45,1400000,,RPSNMLRJOHMFFFH56CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧дп╝wд@╕Ї31~60╕╣,30.41,жэ,,,1060407,дgжa1л╪кл1иожь1,дQд@╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040720,152.45,3,2,2,ж│,ж│,7300000,45736,йY╣Dенн▒,23.45,1400000,,RPTNMLRJOHMFFFH66CA
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧дп╝wд@╕Ї61~90╕╣,21.13,жэ,,,1060405,дgжa1л╪кл1иожь0,дE╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040720,90.24000000000001,2,2,1,ж│,ж│,4730000,52416,,0.0,0,,RPUNMLRJOHMFFFH76CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧╝s┐│дн╡є91~120╕╣,26.99,жэ,,,1060418,дgжa1л╪кл1иожь1,дQ╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040416,168.75,3,2,2,ж│,ж│,7450000,45696,йY╣Dенн▒,35.26,1350000,,RPVNMLRJOHMFFFH86CA
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧дд┐│╡є1~30╕╣,21.22,жэ,,,1060408,дgжa1л╪кл1иожь0,дн╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830826,124.85000000000001,3,1,2,ж│,ж│,4150000,33240,,0.0,0,,RPPNMLMJOHMFFFH38CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪░ъ╕Ї181~210╕╣,44.04,жэ,,,1060329,дgжa1л╪кл1иожь1,дK╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050311,188.67000000000002,3,2,2,ж│,ж│,9000000,51359,йY╣Dенн▒,34.85,1100000,,RPUOMLPKNHMFFFH66CA
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧║╓░ъе_╡є61~90╕╣,20.86,жэ,,,1060310,дgжa1л╪кл1иожь0,дн╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810427,97.49000000000001,3,2,2,ж│,ж│,5300000,54365,,0.0,0,,RPROMLPKNHMFFFH98CA
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧кўйM╕Ї1~30╕╣,14.08,░╙,,,1050925,дgжa1л╪кл1иожь0,е|╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050412,191.55,3,2,2,ж│,ж│,15790000,82433,,0.0,0,,RPSOMLPKNHMFFFH09CA
