¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°·¦æ¸ô86«Ñ1§Ë1~30¸¹,31.53,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0711229,93.95,3,2,2,¦³,µL,2990000,31825,,0.0,0,,RPWQMLTJNHMFFBB98CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï©¾¤ÓªF¸ô91~120¸¹,4.65,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤Q¤»¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840607,56.29,1,1,1,¦³,¦³,2650000,47078,,0.0,0,,RPXQMLTJNHMFFBB09CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¸k»·¸ô¤@¬q1~30¸¹,12.57,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880713,106.06,3,2,2,¦³,¦³,7110000,62500,©Y¹D¾÷±ñ,8.3,1000000,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPUNMLTJNHMFFBB48CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q541~570¸¹,21.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡AÃM¼Ó,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0840409,182.60999999999999,4,2,3,¦³,¦³,13000000,71190,,0.0,0,,RPVRMLTJNHMFFBB98CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï²»¶¶¤»µó61~90¸¹,227.58,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021028,296.98,5,2,4,¦³,µL,23800000,80140,,0.0,0,,RPRNMLSJNHMFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¦w¶¶¥_¤Gµó1~30¸¹,9.24,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤K¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830419,53.9,1,1,1,¦³,¦³,2280000,42301,,0.0,0,,RPUPMLSJNHMFFBB58CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¤E¸ô361~390¸¹,19.46,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000704,184.72,3,2,2,¦³,¦³,14600000,79039,©Y¹D¥­­±,0.0,0,,RPVPMLSJNHMFFBB68CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¥ÁÅv¸ô405«Ñ1~30¸¹,54.0,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0600903,84.47,2,2,2,¦³,µL,9280000,109861,,0.0,0,,RPRQMLSJNHMFFBB38CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¶i¤Æ¥_¸ô301~330¸¹,2.97,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841009,30.68,1,0,1,¦³,¦³,1700000,55411,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPSNMLTJNHMFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥_¤Ù¸ô421~450¸¹,117.91,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970530,357.16,4,4,5,¦³,¦³,21930000,61401,,0.0,0,,RPVRMLKKNHMFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¨|¼w¸ô91~120¸¹,39.71,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì2,¤Q¤»¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020918,299.77,3,2,2,¦³,¦³,25500000,85065,©Y¹D¥­­±,64.96,0,,RPTNMLKKNHMFFBB57CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï³ÕÀ]¸ô61~90¸¹,9.72,¨ä¥L,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤T¼h,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0821004,131.67000000000002,0,0,0,µL,¦³,5100000,38733,,0.0,0,,RPPOMLKKNHMFFBB27CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤j¸qµó130«Ñ1~30¸¹,21.2,¦í,,,1060301,¤g¦a5«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701231,56.09,3,2,1,¦³,µL,2100000,37440,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPQNMLKKNHMFFBB27CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°·¦æ¸ô421~450¸¹,30.99,¦í,,,1060401,¤g¦a4«Øª«1¨®¦ì0,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690130,138.07999999999998,3,2,2,¦³,¦³,5700000,41280,,0.0,0,,RPRPMLLKNHMFFBB67CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó¶¶¸ô61~90¸¹,22.2,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050602,187.76,4,2,2,¦³,¦³,8000000,42608,©Y¹D¥­­±,24.06,0,,RPUNMLLKNHMFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó¶¶¸ô61~90¸¹,20.23,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050602,173.60000000000002,3,2,2,¦³,¦³,7880000,45392,©Y¹D¥­­±,24.06,0,,RPWNMLLKNHMFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï±ö¤t¦è¸ô¤T¬q121~150¸¹,123.0,¦í,,,1060401,¤g¦a1«Øª«9¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010423,441.59999999999997,10,11,11,¦³,¦³,37500000,84918,,0.0,0,¦³¹q±è,RPQOMLLKNHMFFBB47CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°ÏªZ©÷¸ô41«Ñ1~30¸¹,71.57,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì2,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010202,232.67000000000002,6,3,4,¦³,¦³,19000000,81661,©Y¹D¥­­±,0.0,0,,RPXNMLNKNHMFFBB28CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï°¢¦è¤Gµó1~30¸¹,24.7,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800104,142.39,2,2,1,¦³,¦³,6720000,47194,©Y¹D¥­­±,0.0,0,,RPVOMLPKNHMFFBB38CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¸ô¤@¬q799«Ñ1~30¸¹,71.35,°Ó,,,1060301,¤g¦a2«Øª«1¨®¦ì2,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940318,190.83,5,2,4,¦³,µL,12380000,64874,¤@¼Ó¥­­±,0.0,0,,RPTSMLQKNHMFFBB68CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô¤G¬q571~600¸¹,11.26,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì1,¤C¼h,¤K¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830523,71.21000000000001,1,1,1,¦³,µL,3880000,54487,¤É­°¾÷±ñ,0.0,0,,RPPQMLQKNHMFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï®È¶¶¸ô¤G¬q121~150¸¹,21.67,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770108,86.32,3,2,1,¦³,µL,4300000,49815,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«,RPVPMLMLNHMFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¤­¸ô¤G¬q91~120¸¹,13.59,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì1,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0991224,100.59,2,2,1,¦³,¦³,5200000,51695,©Y¹D¾÷±ñ,17.08,0,,RPTPMLNLNHMFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ïº~¤f¸ô¤­¬q121~150¸¹,28.75,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050923,164.89,3,2,2,¦³,¦³,10500000,63679,©Y¹D¥­­±,27.41,0,,RPPNMLPLNHMFFBB77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤­Åv¸ô211~240¸¹,21.29,°Ó,,,1040201,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060118,145.45,2,2,2,¦³,¦³,10920000,89536,©Y¹D¥­­±,36.89,1200000,,RPTOMLPLNHMFFBB28CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´Â´I¸ô211~240¸¹,17.95,¨ä¥L,,,1060401,¤g¦a1«Øª«1¨®¦ì2,¤E¼h,¤T¤Q¥|¼h,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,1040924,330.51,3,0,0,¦³,¦³,28500000,86230,©Y¹D¾÷±ñ,0.0,0,,RPPNMLSJNHMFFCB97CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤åµØ¸ô162«Ñ1~30¸¹,13.22,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970131,88.35,1,1,1,¦³,¦³,5770000,65308,©Y¹D¥­­±,24.11,0,,RPVVMLPJNHMFFCB09CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q31~60¸¹,4.71,¦í,,,1051101,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831122,32.97,1,1,1,¦³,¦³,1250000,37913,,0.0,0,,RPWVMLPJNHMFFCB56CA
¦è¤Ù°Ï,¤g¦a,¤U¥Û¸O¬q2191~2220¦a¸¹,0.2,¤u,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,30000,0,,0.0,0,¥»¶R½æ®×¥ó«YÄÝ·î¹s¦a¯S®í¥æ©ö¡A¨ä¥æ©ö»ù®æ²§©ó¥«³õ¥¿±`¥æ©ö»ù®æ¡C,RPPNMLQJNHMFFCB77CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¨|½å¸ô61~90¸¹,106.02,¦í,,,1060401,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021113,171.33,5,2,4,¦³,µL,13200000,77044,,0.0,0,,RPUNMLOLNHMFFHL17CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï·s°ª¸ô23«Ñ31~60¸¹,66.61,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,,116.02,3,2,2,¦³,µL,3000000,25858,,0.0,0,¦@¦³¤H¶¡¶R½æ,RPVNMLLJOHMFFHL86CA
Às¤«°Ï,¤g¦a,Às¥Ø¤«¬q¤ô®v¼d¤p¬q91~120¦a¸¹,630.33,¦í,,,1060401,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10487400,16638,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPPNMLSJNHMFFIL96CA
Às¤«°Ï,¤g¦a,¥Ã¶¶¬q91~120¦a¸¹,3996.03,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,96600000,24174,,0.0,0,,RPTNMLQKNHMFFIL27CA
Às¤«°Ï,¤g¦a,Às¥Ð¬q1381~1410¦a¸¹,147.56,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4900000,33207,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPQNMLLMNHMFFIL66CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤¤µØ¸ô¤@¬q1~30¸¹,2.6,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤G¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0850119,43.370000000000005,1,1,1,¦³,µL,1300000,29975,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVOMLTJNHMFFAB68DA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¾Ç©²¸ô151~180¸¹,2.23,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831228,135.89,4,2,2,¦³,¦³,3700000,27228,¤É­°¾÷±ñ,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVNMLKKNHMFFAB77DA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¾Ç©²¸ô151~180¸¹,10.89,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831228,113.47999999999999,3,2,2,¦³,¦³,3300000,29080,¤É­°¾÷±ñ,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPWNMLKKNHMFFAB87DA
¯«©£°Ï,¤g¦a,·sÉÜ¤l¬q391~420¦a¸¹,791.31,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060101,¤g¦a13«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,29200000,36901,,0.0,0,,RPQOMLMJOHMFFAL58DA
¯Q¤é°Ï,¤g¦a,·Ë§À¥_¬q481~510¦a¸¹,1312.09,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1040401,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6900000,5259,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPROMLLJOHMFFGL09CA
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤j©ú¸ô62«Ñ31~60¸¹,66.2,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0690430,152.68,3,2,2,¦³,µL,6530000,42769,,0.0,0,¦]¤£°Ê²£³¡¤À³Q¾F©~¥e¥Î  ½æ¤è¸É¶K¤G¤Q¸UÅý¶R¤è³B²z¸Ó¥e¥Î°ÝÃD,RPOPMLLMNHMFFGL09CA
¯Q¤é°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¯Q¤é°ÏÀôªe¸ô¤­¬q241~270¸¹,21.49,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030519,119.38,2,2,1,¦³,¦³,5630000,47160,©Y¹D¥­­±,31.38,0,,RPSPMLNJOHMFFGL86CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï¥ÃÂ×¥_¸ô61~90¸¹,18.48,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840707,145.26,3,1,1,¦³,¦³,2900000,19966,©Y¹D¥­­±,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLKKNHMFFHL78CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¾ð§µ¸ô91~120¸¹,9.07,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0801007,80.19000000000001,2,2,1,¦³,¦³,2400000,29929,,0.0,0,,RPSNMLPJNHMFFHL86CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¨|­^µó31~60¸¹,6.95,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0810715,54.43,2,2,1,¦³,¦³,2500000,45931,,0.0,0,,RPTNMLKLNHMFFHL66CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¨|­^µó58«Ñ1~30¸¹,10.74,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0810715,89.72999999999999,2,2,1,¦³,¦³,3500000,39006,,0.0,0,,RPUNMLPLNHMFFHL27CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°ÏÄP»ö¸ô89«Ñ1~30¸¹,86.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0671215,80.78,4,2,3,¦³,µL,7070000,87522,,0.0,0,,RPSNMLQLNHMFFHL17CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¤¤¤s¸ô¤T¬q1~30¸¹,2496.0,¨ä¥L,,,1060301,¤g¦a7«Øª«1¨®¦ì0,¤@¼h,¤@¼h,¼t¿ì,¨£¨ä¥Lµn°O¨Æ¶µ,¿û³y,0771108,203.39,0,0,0,µL,µL,256713600,1262174,,0.0,0,(¥»¶R½æ¼Ðªºª«¥]§t¦a¤W©Ò¦³¼W¥[«Ø«Øª«)¤@¨Ö²¾Âà¤©¶R¤è.,RPPNMLSKNHMFFHL96CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°ÏªF§ø¸ô121~150¸¹,34.32,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0790718,98.57,3,2,1,¦³,¦³,4180000,42406,,0.0,0,,RPXNMLSKNHMFFHL77CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï§ò·Ë¦è¸ô¤G¬q241~270¸¹,25.55,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051104,147.62,3,1,2,¦³,¦³,7700000,52161,©Y¹D¥­­±,0.0,0,,RPRNMLQKNHMFFHL96CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï§ò·ËªF¸ô¤G¬q91~120¸¹,18.66,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041007,143.57999999999998,3,2,2,¦³,¦³,7750000,53977,©Y¹D¥­­±,21.23,0,,RPVNMLLKNHMFFHL86CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï·s¿³¸ô151~180¸¹,22.6,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì2,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030221,206.61,2,2,2,¦³,¦³,8800000,42592,©Y¹D¥­­±,0.0,0,,RPOOMLLKNHMFFHL88CA
